comentario,calificacion,marca,modelo
"(Esta reseña se ha recibido a través de una promoción.) Compré este producto el 6 de Octubre y cada vez descubro más y más funciones, aparte está súper lindo. Me encanta la cámara",5,Samsung,SAMSUNG GALAXY A55
Estoy muy satisfecho con la compra. Unas funciones maravillosas.rapido. procesador rápido y una batería que dura bastante,5,Samsung,SAMSUNG GALAXY A55
"Compre el samsung A 55 y me ha encantado, en cuestión de diseño excepto por el tamaño de los marcos en la pantalla me hubiera gustado un poco más reducidos pero en general cumple con todo y es muy fluido. Excelentes fotos.",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Si mi galaxy está superando todas mis expectativas,5,Samsung,SAMSUNG GALAXY A55
"Lleva un mes con el equipo y me encanta, excelentes fotos y super fluido.",5,Samsung,SAMSUNG GALAXY A55
"Muy bien, una semana llevo con el y es espectacular",5,Samsung,SAMSUNG GALAXY A55
Compre este celular por los buenos comentarios que escuche de él y al verlo me gustó el diseño.,5,Samsung,SAMSUNG GALAXY A55
"Está muy bien para ser gama media, buena batería, es rápido, no se cuelga",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) La cámara es lo mejor del móvil, el color y el diseño están muy bien y ha sido lo que me esperaba",5,Samsung,SAMSUNG GALAXY A55
"El mejor celular que tuve, no se hace lento ni tengo problemas, buen producto",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Una gran cámara de fotos y la calidad de la pantalla excelente solo me molesta el gran tamaño del movil,5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Compre el producto el mes pasado y me gustó todo lo q viene es genial,5,Samsung,SAMSUNG GALAXY A55
Compré el Samsung A55 y hasta ahora ha sido una buena experiencia de compra.,5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Compré este producto el mes pasado y me gustó mucho, su refresh, su imagen, su camara y todas sus funciones avanzadas.",5,Samsung,SAMSUNG GALAXY A55
"Estoy muy contenta, su diseño es moderno y ofrece calidad en las fotos",5,Samsung,SAMSUNG GALAXY A55
Estoy muy contenta con el teléfono. Llevo usándolo 1 mes y no me ha decepcionado nada.,5,Samsung,SAMSUNG GALAXY A55
"Le dejo 5 estrellas pero el diseño de las cámaras salidas no es nada práctico, si o si hay que usarlo con carcasa para no dañar ni golpear las cámaras cuando apoyemos el celular en alguna superficie. Todo lo demás ok.",5,Samsung,SAMSUNG GALAXY A55
Muy buen teléfono se vincula súper fácil con mi Smartv Samsung y sus menús y aplicaciones super rápidas me gusta mucho su interfaz y su camara para selfies su sensación al tacto es súper de 10,5,Samsung,SAMSUNG GALAXY A55
"Compre el producto el mes pasado y hasta el momento me ha gustado mucho, tienes kuchas funciones que poco a poco iré explorando, las fotos las toma muy 👍, la batería si te dura un día completo, el único detalle es que no trae el cubo para cargarlo solo el cable, no trae funda protectora, en general bien salvo esos detalles.",5,Samsung,SAMSUNG GALAXY A55
Compre el celular específicamente para la escuela hace 2 meses y me a dado un buen rendimiento en lo que a funciones escolares y un tanto cotidianas se refiere.,5,Samsung,SAMSUNG GALAXY A55
Buen Mobil a buen precio buena cámara diseño perfecto,5,Samsung,SAMSUNG GALAXY A55
"El equipo es muy bonito, buenas características aún que siento que podría ya incluir carga inalámbrica, me gusta que incluya características de software actualizadas. Aún que he tenido algunos temas en notificaciones y que encienda la pantalla al levantar.",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Es un gran móvil, aunque es un poco grande. Rinde perfectamente y va super fluido,la cámara es bastante buena y tiene una gran duración de batería.",5,Samsung,SAMSUNG GALAXY A55
Las fotos son lo máximo y su funcionalidad es muy buena,5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Excelente muy buen celular el mejor hasta ahora es muy rápido,5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Por ahora llevo 2 semanas de uso y estoy encantada.,5,Samsung,SAMSUNG GALAXY A55
"Buscaba lo más parecido a lo que tenía y el empleado de Movistar me ayudo a pasar lo de un teléfono a otro, es como si no hubiera cambiado",5,Samsung,SAMSUNG GALAXY A55
Muy completo. Podria ser mejor con carga inalambrica,5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Muy bueno, el desempeño excelente, cámara muy buena, pero sobre todo me gusto la resolución de la pantalla. Mejoraría un poco el sensor de huella digital.",5,Samsung,SAMSUNG GALAXY A55
Buen móvil q se puede manejar de cualquier manera tecnología punta la mejor marca Samsung.,5,Samsung,SAMSUNG GALAXY A55
Muy buen celular me encanta lo accesible que es y las características que brinda,5,Samsung,SAMSUNG GALAXY A55
"Muy buen telefono, anteriormente tuve un samsung Note 8 y lo supera al 100 por 100",5,Samsung,SAMSUNG GALAXY A55
"La resolución que tiene las fotografías de su cámara, seguridad y manejo en general",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Me sorprendio es muy rápido............... .............,5,Samsung,SAMSUNG GALAXY A55
"Estoy encantada con todo mi equipo Galaxy, tanto smartwatch, tablet y celular",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.),5,Samsung,SAMSUNG GALAXY A55
Buen celular recomendado buena opción para disfrutar toma buenas fotografías,5,Samsung,SAMSUNG GALAXY A55
"Compre el equipo para regalar y quedaron encantados, el teléfono tiene una pantalla excelente y muy buenos acabados",5,Samsung,SAMSUNG GALAXY A55
"Que es una maravilla, teniendo en cuenta que yo he disfrutado A6 - A7 - A50 y A52",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Un dispositivo magnifico. No dudaria en volver a comprarlo.,5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Me encanta la estética y el móvil va muy bien, es rapidísimo, y la cámara me encanta las fotos que hace.",5,Samsung,SAMSUNG GALAXY A55
"No soy muy diestra en tecnología pero este modelo para empezar es muy rápido, la carga le dura mucho más tiempo y la pantalla es más grande que el modelo anterior.",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Soy una persona que usa mucho el móvil para todo, desde leer hasta jugar videojuegos. El móvil es fantastico y no se lagea para nada, puedo jugar con calidad ultra y los 5G me dejan usar la máxima fluidez.",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) De momento estoy súper contenta! A ver q tal sigue!,5,Samsung,SAMSUNG GALAXY A55
Llevo 1 mes con el teléfono y le dura bastante la batería y tiene muy buena pantalla y camara,5,Samsung,SAMSUNG GALAXY A55
"Es un producto excelente, su cámara es una maravilla ppr su alta resolución. El zoom es una gran ayuda para capturar fotos o detalles mientras que la cámara macro puede capturar muy birn los fetalles pequeños.",5,Samsung,SAMSUNG GALAXY A55
"Me gusta la duración de la batería, su optimizacion y la interfaz... el diseño es exquisito y se amolda a mis gusto y necesidades de un móvil rápido y fluido",5,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Muy buena calidad en cámara y sonido....dura mucho la batería,5,Samsung,SAMSUNG GALAXY A55
Me encanta mi Samsung saca unas fotos maravillosas.,5,Samsung,SAMSUNG GALAXY A55
Para mi el mejor equipo del mercado calidad precio me encanta su diseño y como se siente en las manos.,5,Samsung,SAMSUNG GALAXY A55
"Es el mejor móvil que he tenido, para mi es Samsung o ninguno punto.",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Para ser un teléfono de media gama, está muy bien. La batería dura bastante y es bastante robusto con un diseño muy agradable.",5,Samsung,SAMSUNG GALAXY A55
"Excelente producto muy recomendable , cumple perfectamente co lo que necesita",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Me gusta muchísimo el teléfono, el diseño, las funciones, es lo que esperaba. Desde que tuve hace algunos años el A51 supe que el el próximo sería samsung y así lo es. Dos pegas: el peso, me gustaría que fuera más liviano, y el que no traiga cargador ni entrada para auriculares ( con el grosor que tiene el teléfono no hay excusa)",5,Samsung,SAMSUNG GALAXY A55
"Llevo 1 semana y media con el teléfono y no me ha decepcionado, sus cámaras son MUY buenas, el rendimiento es también muy bueno, y sus materiales y diseño son increíbles. Solo tengo 2 quejas: 1) que no tiene entrada para audífonos. 2) que luego de casi 2 horas de uso ya se empieza a calentar un poco",5,Samsung,SAMSUNG GALAXY A55
"Me encanta, súper rápido, potente, muchísimas prestaciones, superinteligente, me ayuda mucho. Lo tengo solo hace un mes, rosita los días aprendo algo nuevo. Estoy muy contento.",5,Samsung,SAMSUNG GALAXY A55
"Yo soy usuario de telefono gama media porque ya tengo otro Premium que uso para mi trabajo. Este teléfono es solo para comunicación personal, redes sociales, bancos etc. y este teléfono no me ha defraudado para nada. Vengo de un Samsung A52 que por medio de Galaxy canje fue un verdadero trato, ya que estaba con descuento y solo pague la diferencia. Si note rapidez y mayor fluidez, adicional a que se ve y se siente más Premium con los marcos en aluminio. Adicional las fotos son muy buenas pero tampoco busco un teléfono con fotografía Premium, asi que se adapta a mis necesidades. Realmente recomendable.",5,Samsung,SAMSUNG GALAXY A55
"Un equipo de excelente relación calidad precio, es in gama media pero pareciera de alta, la pantalla es excelente de 120hz una batería muy potente y tiene la opción de ram plus que ayuda bastante al desempeño, el diseño es bueno y elegante",5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Lo compre hace ya 4 meses y me gusta por como esta construido el teléfono, me agrada que tenga bordes redondos. Las funciones que tiene Samsung me tienen fascinado, es mi primer Samsung y me encanta porque lo puedo personalizar a mi manera y lo puedo programar dependiendo mis hábitos, en especial este modelo me agrada su autonomía, la batería me dura mucho, no me preocupo de estar llevando conmigo mi powerbank. Y las cámaras son lo suficientemente buenas como para poder tomar y grabar todo lo que uno quiere recordar",5,Samsung,SAMSUNG GALAXY A55
"Me e llevado una grata sorpresa al resegresar a los equipos Samsung, es un gran teléfono el A55",5,Samsung,SAMSUNG GALAXY A55
"Una batería increíble, muy fluido y muy buena cámara",5,Samsung,SAMSUNG GALAXY A55
Es un buen equipo sencillo y con buena cámara 🥰😍,5,Samsung,SAMSUNG GALAXY A55
Fácil manejo diseñado elegante la respuesta es rapida,5,Samsung,SAMSUNG GALAXY A55
"Buen equipo.em general,. Soporta programas de diseño",5,Samsung,SAMSUNG GALAXY A55
Compre el teléfono hace dos semanas y la verdad estoy encantada con él.,5,Samsung,SAMSUNG GALAXY A55
Me parece alucinante el móvil me gusta tiene calidad,5,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Este Samsung A55 que he comprado lo considero un buen móvil con una batería duradera, una buena cámara y muchas más prestaciones positivas",5,Samsung,SAMSUNG GALAXY A55
Lo tengo y es fantastico es hermoso du diseño es el mejor teléfono que he tenido,5,Samsung,SAMSUNG GALAXY A55
Me encanta es un teléfono muy bonito es muy premium que la parte de atrás sea de cristal y sus bordes de aluminio el procesador puede con lo que le eche su batería me dura todo el día y su carga no es tan rápida poro por alguna razón siento más seguro que la batería se cargue en una hora y aparte el software de samsung es de los mejores 10 de 10 por su cámara de noche me dejo sorprendido,5,Samsung,SAMSUNG GALAXY A55
Producto de Calidad. Apenas lo compre y se siente lo premium en todos sus materiales de construcción. Excelente cámaras y diseño estético del teléfono.,5,Samsung,SAMSUNG GALAXY A55
"Siempre quise un samsung ya qué me habían dado muy buenas reseñas. El mes pasado tuve la oportunidad y superó mis expetativas, me tarde mucho en cambiarme de celular y más de marca. Seguiré hasta hacer mi casa smart samsung.",5,Samsung,SAMSUNG GALAXY A55
Lo utilicé en agua dulce (río) e hice un video...y realmente logré asombrosas capturas...,5,Samsung,SAMSUNG GALAXY A55
"Muy buen equipo, se ven lindos los colores de la pantalla, la cámara es muy buena, este modelo no se calienta como el A54, sin duda ha sido un gran avance",5,Samsung,SAMSUNG GALAXY A55
"Excelente equipo, excelente equilibrio entre sus características y precio, muy buena cámara y rendimiento",5,Samsung,SAMSUNG GALAXY A55
"Compre este producto me gusto diseño y comodidad ,rápido y excelente para trabajos equipo con buen equilibrio entre calidad precio",5,Samsung,SAMSUNG GALAXY A55
Hasta el momento la experiencia con este equipo es muy agradable. Buena cámara y memoria interna.,5,Samsung,SAMSUNG GALAXY A55
"Un dispositivo muy completo para el día a día Muy recomendable, hice una buena elección",5,Samsung,SAMSUNG GALAXY A55
Muy buen equipo algo grande para mi gusto pero muy bueno,5,Samsung,SAMSUNG GALAXY A55
Para el poco tiempo que tengo con mi equipo de vdd estoy fascinada no esperaba menos de este dispositivo,5,Samsung,SAMSUNG GALAXY A55
Muy buen producto tiene muy buenas funciones y es todo un exito,5,Samsung,SAMSUNG GALAXY A55
Buen teléfono excelente compra con un precio accesible para lo que ofrece,5,Samsung,SAMSUNG GALAXY A55
Compre esté producto hace 3 semanas y salio mejor de lo que esperaba,5,Samsung,SAMSUNG GALAXY A55
El mejor celular del mercado m siento muy satifecha con mi compra!!!,5,Samsung,SAMSUNG GALAXY A55
"Después de ver diferentes opciones para cambiar de equipo, me decidí por éste modelo y.me he llevado una gran impresión. Diseño, características técnicas,batería y rendimiento a la altura de un equipo no tan de gama media. En las dos semanas que llevo de uso, he tenido una muy grata experiencia.",5,Samsung,SAMSUNG GALAXY A55
Estoy totalmente satisfecho con mi primer celular Samsung con sus aplicaciones y características.,5,Samsung,SAMSUNG GALAXY A55
Es buen móvil superó las prestaciones el mio anterior era el A52S 5g ...aún no lo domino en su totalidad pero hasta ahora me gusta.... Lo menos bueno para mi gusto es que es más grueso que el A52S que es fino en estructura además este pesa más... Pero en general es y está bueno...aspiro algún día poder obtener uno de gama alta... Gracias!!! Samsung por mantener la marca y superarla cada vez más,5,Samsung,SAMSUNG GALAXY A55
