comentario,marca,modelo
"Muy buena pantalla, excelente rendimiento y una camara muy buena",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Por primera vez tengo un celular Samsumg Galaxy A55 y me gusta por la velocidad, la bateria me dura bastante y las multiples funciones que me ofrece.",Samsung,SAMSUNG GALAXY A55
Cumple las expectativas en cuanto a relación calidad - precio,Samsung,SAMSUNG GALAXY A55
"Me ha gustado mucho. La pantalla estupenda, esperaba algo más de la batería, cámara muy bien y pantalla excepcional",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Muy bonito y cuando lo tocas notas lo smarcos de metal que lo hacen mucho mas resistente .,Samsung,SAMSUNG GALAXY A55
Es un modelo que por su aspecto tacto y potencia parece Top de gama. Es toy muy contento.,Samsung,SAMSUNG GALAXY A55
Me ha encantado siempre he comprado Samsung pero este me encanta,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Compre este telefono hace una semana y ha demostrado que es rapido tiene buena bateria y carga rapido,Samsung,SAMSUNG GALAXY A55
Estoy encantada con mi teléfono . Siempre tuve samsung hasta que hace dos años cambié a otra marca y es lo peor que pude hacer.,Samsung,SAMSUNG GALAXY A55
Me encanta simplemente el megama media....bonito diseño....material...etc....lo pedí en línea y llego super rápido de lo esperado...llevo dos semanas aproximadamente usándolo y funciona a la perfección,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Excelente equipo, fotos espectaculares, muy intuitivo. Por poner una pega la batería se descarga muy rápido",Samsung,SAMSUNG GALAXY A55
"Me encanta su diseño, rendimiento...todo en general, es la primera vez que tengo un móvil de Samsung y estoy muy muy satisfecha",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Súper fluido, diseño top, buena cámara. Llevo unos días con el y de momento va como un tiro. Cargado de aplicaciones y corriendo con mucha fluidez. Y lo mejor de todo es que tiene para cuatro o cinco años de actualizaciones. Hay que ponerle una funda porque es muy resbaladizo.",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Una experiencia muy pero que muy buena un tacto muy bueno,Samsung,SAMSUNG GALAXY A55
"Hasta el momento una maravilla, fascinado con el equipo",Samsung,SAMSUNG GALAXY A55
"Por fuera es precioso, con los reflejos se ven arcoiris es precioso, pero lo rápido que va las fotos que saca... todo es espectacular, súper contenta con este teléfono",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Me gusta color y diseño funcionalidad y calidad de fotos espectacular 👌 perfecto,Samsung,SAMSUNG GALAXY A55
Las fotos y vídeos son de excelente resolución. Es rápido y fácil de usar. Actualizaciones y prestacionea excelentes. Nada que envidiar a otros móviles.,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Compré este producto hace menos de 2 semanas y me encanto,Samsung,SAMSUNG GALAXY A55
"El teléfono funciona de forma muy estable su diseño me parece muy perfecto.fantastico para mi. La calidad de su pantalla y la calidad de su cámara Es genial.como de costumbre, confío plenamente en Samsung. Un saludo Muy contento con la compra..",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Buen producto, fácil de entender y utilizar sus funciones",Samsung,SAMSUNG GALAXY A55
Calidad precio 👌 La verdad muy contenta con lo que dura la batería y la fluidez del sistema y las fotos que realiza de 10,Samsung,SAMSUNG GALAXY A55
"Tiene buena camara y es fluido, los malos comentarios no lo entiendo ademas tiene buen precio.",Samsung,SAMSUNG GALAXY A55
No quiero poner ni fotos ni videos porque mi opinion,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Por ahora no tengo queja alguna, buena cámara, rápido, funciones inteligente... encantada con el",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) ES MUY FUNCIONAL Y RAPIDO, SIN PROBLEMAS, TIENE TODO LO QUE SE AJUSTA PARA MIS NECSIDADES (USUARIO CONSUMIDOR DE VIDEOS, FOTOS Y JUEGOS EN GENERAL)",Samsung,SAMSUNG GALAXY A55
Extraordinario. Procesador muy rápido. Mucha memoria también 256GB,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Perfecto para el día a día y que no se preocupe por la,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) El mejor celular que e tenido !! Hasta hora no tengo ninguna quejas ,llego super rápido y en buen estado",Samsung,SAMSUNG GALAXY A55
"Está genial, tira unas fotos muy nítidas el software es rápido e intuitivo y con la integración de la IA en mucha de sus funcionalidades obtenemos un mejor resultado en casi todo lo que hagamos.",Samsung,SAMSUNG GALAXY A55
"Estoy 100% enamorada de este equipo! Es demasiado bueno en todo aspecto! Es bueno en fotos, la interfaz es excelente! No tengo quejas.",Samsung,SAMSUNG GALAXY A55
"Hola compré éste celular el mes pasado, y desde el 2018 no tenia celular nuevo, tenía un xiaomi y pues me recomendaron éste nuevo equipo Samsung, soy una persona de 52 años y aun trabajo y estoy fascinada descubriendo muchas actividades nuevas. Es bastante funcionable, estoy feliz con la adquisición.",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Compre el producto hace una semana y es un buen equipo y una buena atención,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) El mejor gama media las camaras y la batería son muy buenas,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Lo máximo en todos su aspectos lastima q me lo robaron no dure ni 1 mes con mi A55.,Samsung,SAMSUNG GALAXY A55
"Buen funcionamiento, rápido, tamaño óptimo, diseño con colores atractivos.",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) No funciona bien el microfono después de haberlo limpiado y todo,Samsung,SAMSUNG GALAXY A55
"Siempre he tenido móviles Samsung y siempre me han dado un resultado excelente en cuanto a fiabilidad y prestaciones. El anterior un Galaxi 35 me ha durado 5 años sin problemas hasta que dejó de funcionar de repente. Este nuevo tiene muchas mejores prestaciones en cuanto a facilidad de uso, duración de la batería, canaras y memoria. De momento estoy muy satisfecho con el y espero me dure otros 5 años por lo menos.",Samsung,SAMSUNG GALAXY A55
"El móvil el precioso y funciona estupendamente. Vá muy rápido, la batería le dura bastante y tiene buen almacenamiento (el mío tiene 256gb)",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Este es un gran dispositivo con buenas cámaras y una gran bateria, un rendimiento esepcional una gran calidad de pantalla para correr con juegos de alta exigencia y multitarea con una capacidad de almacenamiento es muy buena pero no incluye cargador y tampoco tiene un puerto para audífonos.",Samsung,SAMSUNG GALAXY A55
Un Señor Movil. Muy contento. Garantia de marca. Genial!!!,Samsung,SAMSUNG GALAXY A55
Precio y calidad de los mejores que ha sacado Samsung hasta ahora .,Samsung,SAMSUNG GALAXY A55
Estoy súper contenta con mi a55 la mejor elección sin duda,Samsung,SAMSUNG GALAXY A55
"Buen rendimiento, cumple todas las funciones generales de trabajo y se nota que es bastante duradero",Samsung,SAMSUNG GALAXY A55
"Estoy muy contenta, ha cubierto mis expectativas totalmente",Samsung,SAMSUNG GALAXY A55
Lo compre para regalo de mi suegra y le encanto por las maravillosas fotos que toma y por la velocidad,Samsung,SAMSUNG GALAXY A55
"Compré el celular hace aproximadamente 3 semanas y me encanta, lo quería más que nada por la cámara y la verdad es que está preciosa, además de sus otras funciones, lo recomiendo mucho.",Samsung,SAMSUNG GALAXY A55
Me encantan todas sus funciones sobre todo las fotos y vídeos,Samsung,SAMSUNG GALAXY A55
"Llevo dos semanas con este celular, y la verdad me encanta todo, la bocina suena bien, la fluidez es muy buena, la alta calidad de la camara y funciones extra me fascinaron",Samsung,SAMSUNG GALAXY A55
"me ha entando , muy buena calidad ,los colores del móvil excelente.",Samsung,SAMSUNG GALAXY A55
"Maravilloso, es muy rápido y saca unas fotos muy nitidas",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Estoy muy contenta con el teléfono, relación calidad precio es muy buena y hace muy buenas fotos",Samsung,SAMSUNG GALAXY A55
"De momento me.va genial, es muy práctico y la.camara hace unas fotos espectaculares.",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Esta genial el móvil, muy rápido y práctico........",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Movil muy versatil y potente a la vez, nada que enviar a los galaxy S",Samsung,SAMSUNG GALAXY A55
"La verdad es que no le noto ninguna pega. Tamaño perfecto, buena velocidad y la cámara excelsa",Samsung,SAMSUNG GALAXY A55
"Me gustó mucho, es más rápido abre las apps de inmediato, más funcional más bonito se ve genial el marco metálico al color del teléfono en fin mejor que mi anterior teléfono (A73 5g) y ese teléfono lo ame así que en resumen valió la pena el cambio",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.),Samsung,SAMSUNG GALAXY A55
Un teléfono maravilloso bonito premium y económico.,Samsung,SAMSUNG GALAXY A55
Muy contento con mi nuevo dispositivo. Buenos colores y buen acabado,Samsung,SAMSUNG GALAXY A55
"A pesar de venir de un modelo anterior superior, veo al Galaxy A55 un mòbil fácil, ligero e intuitivo, en definitiva un teléfono muy útil y fácil para cualquier persona.",Samsung,SAMSUNG GALAXY A55
"Llevo por lo menos unos 4 meses con este celular, tuve un gran cambio ya el que te ia era un A20s, la Cámara es muy buena, me dura todo el día la batería si no uso ninguna aplicación pesada por mucho tiempo. El color y la fluidez de la pantalla es genial, no se demora nada en cargar las cosas. Creeme que este celular gama media vale mucho la pena y puedo durar con este celular hasta que sienta otra vez que es obsoleto.",Samsung,SAMSUNG GALAXY A55
Es un móvil bastante completo. La cámara me gusta mucho y las prestaciones también,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) COMPRE HACE UNOS DÍAS Y ES UN BUEN PRODUCTO, LA BATERIA MUY DURADERA.",Samsung,SAMSUNG GALAXY A55
"Buen móvil, rapidez y fantásticas funciones. En general todo muy bien.",Samsung,SAMSUNG GALAXY A55
"Estoy encantada con el móvil y todas sus funciones, la cámara es una pasada , lo rápido que funciona todo positivo, lo único que me sorprendió esque necesitas comprarte un adaptador para los auriculares ya que no tiene entrada normal",Samsung,SAMSUNG GALAXY A55
"Un smartphone calidad precio insuperable. Buena construcción, calidad de pantalla y de sonido. Muy satisfecho con el rendimiento. Después de 3 años con otro Samsung vuelvo a confiar en la marca.",Samsung,SAMSUNG GALAXY A55
"El móvil es espectacular, la cámara es fantástica. El único pero es la falta de cargador. El rend6es muy bueno",Samsung,SAMSUNG GALAXY A55
Me funciona bien y tiene buena calidad. Muy recomendable,Samsung,SAMSUNG GALAXY A55
"Un smartphone calidad precio insuperable. Buena construcción, calidad de pantalla y de sonido. Muy satisfecho con el rendimiento. Después de 3 años con otro Samsung vuelvo a confiar en la marca.",Samsung,SAMSUNG GALAXY A55
"El móvil es espectacular, la cámara es fantástica. El único pero es la falta de cargador. El rend6es muy bueno",Samsung,SAMSUNG GALAXY A55
Me funciona bien y tiene buena calidad. Muy recomendable,Samsung,SAMSUNG GALAXY A55
"MUY BUENA CAMARA, TAMAÑO PERFECTO LA UNICA OBJECION EL PESO,POR LO DEMAS UN 10",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Me encantan este teléfono antes tenia un phone y la verdad no me arrepiento de hacer la compra con este samsung,Samsung,SAMSUNG GALAXY A55
La verdad que muy bueno de momento me va bien todo funciona bien,Samsung,SAMSUNG GALAXY A55
Estoy muy contenta con el movil. Me resulta intuitivo y sencillo de manejar,Samsung,SAMSUNG GALAXY A55
"Hace fotos geniales, y es muy rápido. Estoy deseando probar la cámara en mi próximo viaje",Samsung,SAMSUNG GALAXY A55
Fenomenal. Un dispositivo que cumple con todas las expectativas,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Es muy hergonomico liviano y bonito esteticamente.,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Un teléfono muy equilibrada me encantó todo lo que trae a comparación de otros en el mercado,Samsung,SAMSUNG GALAXY A55
"Está increíble! Buena memoria, buen procesador, buen tamaño.. una cámara increíble!!! bueno para juegos y una batería interminable",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) me encantaaa es super super lindo y funciona superrrr bien,Samsung,SAMSUNG GALAXY A55
"Calidad precio y a destacar la bateria, muy contento",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Excelente producto. La cámara es increíble. Para ser un celular de gama media es muy bueno. Además trae eSIM para mis viajes al extranjero.,Samsung,SAMSUNG GALAXY A55
"Compre este celular el mes pasado y es impecable cada característica, cámara, procesador, pantalla.",Samsung,SAMSUNG GALAXY A55
"Muy buen telefono y mas por el precio que tiene, la bateria le dura mas de 1 dia con un uso bastante alto, procesador rapido y buena camara",Samsung,SAMSUNG GALAXY A55
Va muy bien muy contento con la compra lo recomiendo,Samsung,SAMSUNG GALAXY A55
"Fantàstic, gran relació qualitat preu. Recomano aquest telèfon.",Samsung,SAMSUNG GALAXY A55
"Buena cámara. Fácil de manejar. Muchas funciones más que el anterior. La batería dura casi dos días, con jn buenbuso.",Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Compre este producto hace menos de un mes, cumple con todas mis expectativas aun así me sigue sorprendiendo con nuevas funciones descubriertas. Además de tomar buenas fotos en lugares de poca luz.",Samsung,SAMSUNG GALAXY A55
"Lo maximo, no se lagea y es rapido, ademas tiene buen sonido.",Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.) Me encabta el samsung A 55 estoy muy contenta con el,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Compre este producto hace 3 semanas y la verdad es que me va bastante bien, es rápido de fácil uso y con una buenísima cámara.",Samsung,SAMSUNG GALAXY A55
Es rápido fácil uso fotos bien colores muy bonitos,Samsung,SAMSUNG GALAXY A55
"Súper recomendable, un pedazo de móvil.A buen precio",Samsung,SAMSUNG GALAXY A55
"Tengo un mes con el Samsung, es el regalo más hermoso que me a dado Dios, un teléfono completo &' hermosooooo de buena calidad, hermosos colores.🥰🥰🥰🥰🥰😍",Samsung,SAMSUNG GALAXY A55
Compre este equipo (a55) y es la mejor inversión que e echo,Samsung,SAMSUNG GALAXY A55
Compre este producto el mes pasado y la verdad estoy muy contento. Y eso que apenas lo estoy conociendo. Gracias,Samsung,SAMSUNG GALAXY A55
La cámara es increíble y su capacidad de memoria estupenda,Samsung,SAMSUNG GALAXY A55
"Por ahora desde que lo compré funciona de maravilla, es súper cómodo y se hacen unas fotos geniales.",Samsung,SAMSUNG GALAXY A55
Compre este equipo él mes pasado es muy bueno y rápido,Samsung,SAMSUNG GALAXY A55
"(Esta reseña se ha recibido a través de una promoción.) Me gusta mucho este teléfono! Si es verdad que le pondría un par de pegas. Que los botones de función y volumen estén en el mismo lado, cuesta a veces subir o bajar el volumen porque puede llegar a apagar el móvil si lo que querías era bajar el volumen. Otro inconveniente que la no se pueda meter mas huellas en el sistema, y lo de la huella en la pantalla me gusta, pero a veces como que se queda pequeño el detector y es un poco incomodo. Pero el resto del teléfono es maravilloso me gusta mucho menos esas cosillas, que será cuestión de acostumbrarse",Samsung,SAMSUNG GALAXY A55
Lo acabo de comprar y en verdad que quede satisfecho excelente,Samsung,SAMSUNG GALAXY A55
(Esta reseña se ha recibido a través de una promoción.),Samsung,SAMSUNG GALAXY A55
"Compre este producto el mes pasado y déjenme decirles que es una excelente opción. Para aquellos que piensen que es un gama media créanme que es rápido, versátil, muy resistente en materiales (si es más pesado pero yo no quiero plástico, prefiero marco de aluminio) pantalla con mucha nitidez y brillo, 5g, acepta esim (superimportante), nfc (pagos en el metro directo con el equipo) funciones de muchos gama alta y que en comparación con otros de equipos de otras marcas (mismo costo o más alto) que no traen nfc, tampoco esim ni 5g y por último excelentes cámaras Atte Robert Migliolo",Samsung,SAMSUNG GALAXY A55
